Country,Section,Detail
Spain,Dining and Entertainment,"Spaniards don't waste food. It is better to decline food 
              rather than leave it on your plate."
Spain,Dress,"Appearance is extremely important to Spaniards. They dress 
              elegantly, even for casual occasions."
Spain,Dress,Dress conservatively. Avoid bright or flashy colors.
Spain,Dress,"Shoes are the most important element of dress. Shabby looking 
              shoes can ruin a very nice outfit."
Spain,Dress,"For business, men should wear jackets and ties, even in warm 
              weather. If the senior person takes his/her jacket off during a 
              meeting, you may do so, too."
Spain,Dress,"Women should wear dresses, blouses and skirts."
Spain,Gifts,"When invited to someone's home, always bring a small, wrapped 
              gift for the hostess."
Spain,Gifts,"Open a gift immediately upon receiving it in the presence of 
              the host."
Spain,Gifts,"Give: pastries, cakes, chocolates, flowers (red roses connote 
              passion, yellow roses infidelity; give an odd number of flowers)."
Spain,Gifts,"Do not give: chrysanthemums, dahlias or 13 flowers (unlucky 
              number)."
Spain,Gifts,"Gifts are normally not exchanged at business meetings, but 
              small gifts may be appropriate at the successful conclusion of 
              negotiations. Do not give a gift at the first meeting."
Spain,Gifts,"Do not give a gift until meetings are finished, and then give 
              only a token gift. Be careful not to imply a bribe."
Spain,Gifts,"Give: desk items, books, art, music."
Spain,Helpful Hints,Expect to be interrupted when speaking.
Spain,Helpful Hints,"Be patient. Nothing is done in a hurry. Spanish trademarks are 
              procrastination and delay."
Spain,Especially for Women,"Foreign women are accepted in the business community. 
              Establish credentials and ability immediately."
Spain,Especially for Women,"Traditionally, a macho and chauvinistic behavior toward women 
              has persisted, known asmachismo. This has changed 
              drastically over the last few years."
Spain,Especially for Women,"Be aware of eye contact. Returning a man's gaze may be 
              interpreted as flirting or a show of interest."
Spain,Especially for Women,"Do not dine alone in a restaurant or bar at night. However, it 
              is acceptable to do so at lunch."
