Country,Section,Detail
Netherlands,Body Language,The Dutch expect eye contact while speaking with someone.
Netherlands,Body Language,"Moving your index finger around your ear means you have a 
              telephone call, not ""you're crazy."" The crazy sign is to tap the 
              center of your forehead with your index finger. This gesture is 
              very rude."
Netherlands,Body Language,Corporate Culture
Netherlands,Body Language,"The Dutch take punctuality for business meetings very 
              seriously and expect that you will do likewise; call with an 
              explanation if you are delayed."
Netherlands,Body Language,"Lateness, missed appointments, postponements, changing the 
              time of an appointment or a late delivery deteriorates trust and 
              can ruin relationships."
Netherlands,Body Language,"Exchange business cards during or after conversation. No set 
              ritual exists. Business cards in English are acceptable."
Netherlands,Body Language,"The Dutch are extremely adept at dealing with foreigners. They 
              are the most experienced and most successful traders in Europe."
Netherlands,Body Language,"The Dutch tend to get right down to business. Business 
              negotiations proceed at a rapid pace."
Netherlands,Body Language,"Presentations should be practical, factual and never sloppy."
Netherlands,Body Language,"An individual's cooperation and trust are valued over 
              performance. One-upmanship is frowned upon."
Netherlands,Body Language,"The Dutch tend to be direct, giving straight ""yes"" and ""no"" 
              answers."
Netherlands,Body Language,"The Dutch are conservative and forceful and can be stubborn 
              and tough negotiators. They are willing to innovate or experiment, 
              but with minimal risk."
Netherlands,Body Language,"Companies are frugal and careful with money. Business is 
              profit-oriented with the bottom line being very important. 
              However, the Dutch are not obsessed with numbers."
Netherlands,Body Language,"Strategy is cautious and pragmatic, usually involving 
              step-by-step plans. Preparations are made to improvise the plan, 
              if needed. Strategy is clear and communicated to all levels."
Netherlands,Body Language,"In many companies the decision-making process is slow and 
              ponderous, involving wide consultation. Consensus is vital. The 
              Dutch will keep talking until all parties agree."
Netherlands,Body Language,"Once decisions are made, implementation is fast and efficient."
Netherlands,Body Language,"In the Netherlands, commitments are taken seriously and are 
              honored. Do not promise anything or make an offer you are not 
              planning to deliver on."
