,Country,Section,Detail,Unnamed: 0
9456,United States,Meeting and Greeting,"It is very important in written communication to spell names 
              correctly and have correct titles. If you are unsure of these, 
              call the person's assistant to get the correct spelling and title.",
9457,United States,Meeting and Greeting,"Keep appointments once they are made. You may not get a second 
              chance if you do not.",
9458,United States,Meeting and Greeting,"When you are doing business in the United States, you must be 
              on time. Americans view someone being late as rude, showing a lack 
              of respect and having sloppy, undisciplined personal habits.",
9459,United States,Meeting and Greeting,"Being ""on time"" in business situations generally means being 
              about five minutes early. Five minutes late is acceptable with a 
              brief apology. Ten to fifteen minutes late requires a phone call 
              to warn of the delay and to apologize.",
9460,United States,Meeting and Greeting,"It is very important to meet deadlines. If you tell someone 
              that you will have a report to them by a certain date, or that you 
              will fax something to them immediately, they will take you at your 
              word. People who miss deadlines are viewed as irresponsible and 
              undependable.",
9461,United States,Meeting and Greeting,"Meetings are generally informal and relaxed in manner, but 
              serious in content. Often an agenda will be distributed before a 
              meeting, so the participants will be prepared to discuss certain 
              topics. A successful meeting is short and to the point. Be 
              prepared to begin business immediately, with little or no prior 
              small talk.",
9462,United States,Meeting and Greeting,"Participation is expected in meetings. A quiet person may be 
              viewed as not prepared or as having nothing important to 
              contribute.",
9463,United States,Meeting and Greeting,"Meetings often end with a summary and an action plan for the 
              participants to execute. A meeting is only considered successful 
              if something concrete is decided.",
9464,United States,Meeting and Greeting,"Americans appreciate and are impressed by numbers. Using 
              statistics to support your opinions will help you be persuasive.",
9465,United States,Meeting and Greeting,"Generally, there is one negotiation leader who has the 
              authority to make decisions. Team negotiations are rare. Americans 
              may begin negotiations with unacceptable conditions or demands. 
              They are usually taking a starting position that gives them room 
              to bargain.",
9466,United States,Meeting and Greeting,"The goal of most negotiations in the United States is to 
              arrive at a signed contract. Long-term relationships and benefits 
              may not be the main objective. The immediate deal may be the only 
              important issue.",
9467,United States,Meeting and Greeting,"Negotiations may seem rushed to you. Remember that ""time is 
              money"" to Americans and that they may not think that building a 
              relationship with potential business partners is necessary.",
9468,United States,Meeting and Greeting,"Americans are very comfortable picking up the telephone and 
              immediately conducting business with someone they have never met 
              and perhaps never will meet.",
9470,United States,Meeting and Greeting,"Americans conduct business over breakfast, lunch and dinner. 
              Some socializing may start off the meal, but often the 
              conversation will revolve around business.",
9471,United States,Meeting and Greeting,"In a business setting the person extending the invitation to a 
              meal pays for it.",
9472,United States,Meeting and Greeting,"The fork is held in the left hand, tines facing down. The 
              knife is held in the right hand. After cutting the food, the knife 
              is laid down and the fork is switched to the right hand to eat the 
              cut food. Continental style (where the fork stays in the left hand 
              to eat the cut food) is perfectly acceptable.",
9473,United States,Meeting and Greeting,"The guest of honor is often toasted and should reciprocate by 
              giving a toast of thanks.",
9474,United States,Meeting and Greeting,"Your napkin should be placed on your lap shortly after you are 
              seated and kept on your lap at all times during the meal. Do not 
              tuck your napkin under your chin.",
9475,United States,Meeting and Greeting,"Raise your hand or index finger and make eye contact to signal 
              a server.",
9476,United States,Meeting and Greeting,Dinner at an American home may be fairly informal.,
9477,United States,Meeting and Greeting,"Do not be late for a dinner party. Arrive within 5 to 15 
              minutes after the time on the invitation. Never arrive before the 
              time you were invited. If you are going to be more than 15 minutes 
              late, phone your hosts and apologize.",
